appVersion,reviewId,content,score,at
4.6.4,d8e002e3-c657-494b-9325-bbdef41070f1,Baik,5,2024-12-21 06:58:03
4.6.4,d419dfd5-1780-41da-90e8-bc28a11ddf85,AMAN,5,2024-12-21 06:39:07
4.6.4,1aff405a-bf18-4dc1-8eff-eae6f3b0d116,lo o9ppplook plpppo oo l ooool llloooo l llA oooollolo l p o. mlml ooo 9 p,5,2024-12-21 05:44:44
4.6.4,e658e1d2-d318-4862-b05f-782a032d2772,Trima kasih,5,2024-12-21 05:36:09
4.6.4,97a79d36-05ff-4114-8d51-d67218faaa01,Lumayan bagus,5,2024-12-21 05:32:40
4.6.4,e6bad770-7387-455c-a6f4-9bd886fdc505,sippppp,4,2024-12-21 05:27:07
4.6.4,20d9b193-8202-40ae-9acd-5b2e0b191db1,Aplikasih ini sangat membantu sekali,5,2024-12-21 05:12:38
4.6.4,6b1cdf66-591f-45d2-99ed-3e3305d3a735,OTP not working (WA and SMS) please fix it...,4,2024-12-21 05:11:41
4.6.4,4f04b384-4d11-42ec-860e-ab06d0f3d8ec,"eesetrydtsrerr,d,w",4,2024-12-21 04:27:12
4.6.4,e3a4a3a9-cc34-4ca8-92a3-3a960c3b4812,Sekarang aplikasi MyPertamina jauh lebih bagus. Agar bisa ditingkatkan lagi terutama dari segi kecepatan akses sehingga penggunaannya menjadi lebih cepat.,5,2024-12-21 04:25:27
4.6.4,0ad46a81-7317-49f6-a686-cd59363c9ff6,A!a!!Aa!zźßzß§egecec,5,2024-12-21 03:56:21
4.6.4,b3aaa660-d818-4bc6-8a28-ba142205811c,Alhamdulillah minyak mulai lancar,5,2024-12-21 03:53:38
4.6.4,5a10cc45-57f6-48f5-bacd-f5207c4cba8f,belum dpt barcode,4,2024-12-21 03:33:56
4.6.4,ebb9292b-e9c4-4043-b8da-e6d560168270,baik,5,2024-12-21 02:50:31
4.6.4,6c31d4a1-b977-4453-8f42-02394c429cd0,Sangat membantu,5,2024-12-21 02:33:34
4.6.4,190932a0-b4f2-4fef-80dc-fabb2bf64c3a,Okeh,5,2024-12-21 02:12:03
4.6.4,3fe67e4c-243b-4b6b-b560-dc0d6dba63e0,Pelayanannya ramah dan baik,5,2024-12-21 01:25:09
4.6.4,2ba1124e-a682-42f4-b89b-76376cb4382d,Dipombensin Kandis km 83 slalu alasan minyak blm masuk dan anggota utk kerja juga slalu lambat,2,2024-12-21 00:58:54
4.6.4,e89c9223-2e82-4426-a04c-f79d49d73f86,Ok,5,2024-12-21 00:52:09
4.6.4,fb787478-bc58-40d9-9cd3-41340741fca4,Susah banget dapetin code QR ...tolong d permudah akses nya jangan dipersulit begini...kita beli cashh bukan ngutang atau credit,1,2024-12-21 00:34:23
4.6.4,150a27a9-a735-402d-8f12-970ca60bed3e,"ribet, nyusahin",2,2024-12-21 00:11:05
4.6.4,99e7d056-c8d0-4a1e-8e70-5b79bda19f4e,Pelayanan sgt baik,5,2024-12-21 00:07:09
4.6.4,db555310-2541-41ad-9aad-beaa9302e081,Mantap,5,2024-12-21 00:03:08
4.6.4,97a4f131-b5c5-4bc7-a870-755ef7a85028,"Aplikasinya baik dan bagus, lebih baik dan bagus lagi kalo subsidinya ditambah fasilitas pinjam seratus( berupa saldo darurat buat beli BBM diperjalanan)",5,2024-12-20 21:44:39
4.6.4,5fdfbe19-81bd-4134-8be8-2ecd0573409a,Memuaskan,5,2024-12-20 18:38:10
4.6.4,7dafe2ae-c247-47be-956c-bcdc4abcc6dc,Baik,5,2024-12-20 17:29:14
4.6.4,c168cfbd-2ce7-4d60-abff-ffad07043bb7,Sanggat bagus dan tepat sasaran,5,2024-12-20 16:55:03
4.6.4,49b14f7e-97dc-46ae-9282-347dcd1ed6de,buat dapetin kode QR selalu ditolak..kaya dipersulit.,1,2024-12-20 16:36:59
4.6.4,45ac6c23-be96-4e05-9097-a16795e97411,Good,5,2024-12-20 15:17:38
4.6.4,cb780e98-3796-44d5-ab29-d1a344925555,Rakyat dibikin susah terus. Beberapa kali ngaktifin cuma muter2 saja gak keluar2 tuh barcode. Sengsaranya hidup di Wakanda,1,2024-12-20 15:11:52
4.6.4,c5590484-0ca2-4795-905e-d0c7a11b95e5,Oke,5,2024-12-20 14:41:16
4.6.4,32b7b0a2-16fb-4e73-890c-8fc97d0ca48a,Cukup memuaskan,5,2024-12-20 14:36:17
4.6.4,3ba8556d-a32d-478c-bc6f-71f4c7526629,Sistem yg di buat ok banget,5,2024-12-20 13:00:25
4.6.4,47892b57-723b-4edb-bcd6-0f959a49f473,Ooke mntap bisa di trima dgn baik,4,2024-12-20 12:59:17
4.6.4,e32a36fc-8f40-4192-88e0-bf3e67227c23,"Kebanyakan SPBU pertamina gak bisa dibayar lewat my pertamina, alasannya pembayarannya terlalu lama, mohon diperbaiki",2,2024-12-20 12:36:37
4.6.4,3aa1392c-8e7d-42be-8fe2-b3451d755c57,nyaman,5,2024-12-20 12:31:10
4.6.4,586d9f70-75a0-43ee-b06f-96dc628fa7ca,Koq masih blum nih,5,2024-12-20 12:03:36
4.6.4,f79748dc-4b82-46a3-afc8-1dc26369e32b,Bagusss mengurangi kebocoran minyak bersubsidi,5,2024-12-20 12:00:50
4.6.4,79f44aef-fca8-4fd0-befd-fb4af3a04831,Mypertamina topmarkotop is the best pokok.eeee,5,2024-12-20 11:32:16
4.6.4,d6ba628c-a4d2-40ac-9280-6228ea13e381,Aplikasi maksa ...,5,2024-12-20 11:27:40
4.6.4,4880c20d-b873-4d3d-84b5-13977bcfd46f,Good,5,2024-12-20 11:13:33
4.6.4,42046ca9-c843-4b71-b7f7-3689db246906,"Ribet daftar nya, baru download sudah minta update,",1,2024-12-20 11:12:28
4.6.4,95636644-32e0-4d0f-8b3d-940f390e2eb8,"aplikasi busuk, udah daftarin kendaraan dan isi data diri.. setelah hapus aplikasi / ganti HP suruh isi data diri lagi. aplikasi sampah.",1,2024-12-20 09:59:58
4.6.4,a67f3898-eba7-4add-bdb1-0f06a93182d4,"apaan sih ni, isi minyak pun di persulit wkwkw. wajib pakai aplikasi segala balkod segala , giliran mau registrasi pun sulit. apk nya bug kode ngak masuk masuk. an jalasssss",1,2024-12-20 08:56:40
4.6.4,eb3c0ff0-081a-4877-b479-a5fe1486f4be,kalau bisa disemua spbu khusus kota Medan Bisa pakai e-voucer myPertamina .,5,2024-12-20 07:47:05
4.6.4,f25984a6-7a03-46f5-b41a-136b1711de42,cakep,5,2024-12-20 07:45:27
4.6.4,90356a27-8fd5-46bf-a179-4ab6e71d10e7,aplikasi apa ini. bikin susah saja mau daftar saja susah. alasan kode lokasi tidak sesuai. apa maksud ini. janganlah bikin susah woi,1,2024-12-20 07:43:50
4.6.4,66c7c356-6ec1-4976-a048-8885dfb4ca4f,Mantap,3,2024-12-20 07:41:58
4.6.4,574d5ced-3fe9-4acf-a8fb-2cc15276c1e9,mantap sangat membantu,5,2024-12-20 07:01:11
4.6.4,c592c11a-e401-4cdc-ba3a-f1041a8d5d56,nice apps,5,2024-12-20 06:52:13
4.6.4,2624f1fe-c9c2-4a53-83d7-e684d94a291a,mantap,5,2024-12-20 06:38:45
4.6.4,f3f307e6-0bce-447a-8d56-c11abd8c1198,Di Manado hampir semua pom bensin tidak bisa digunakan,1,2024-12-20 06:29:10
4.6.4,066450bb-18e4-4307-ae6a-ae94b7674e8d,-Sudah Upload Foto STNK & Foto Mobil malah terjadi kesalahan sistem - sudah upload foto STNK & foto mobil tiba² reload ulang sampai 10x Ayo BUMN Pertamina perbaiki lagi jaringannya.. 🙏,1,2024-12-20 06:22:44
4.6.4,bb8504dc-0826-4b89-a179-9dce1c448723,Gangguan sistem terus ketika daftar bbm subsidi,1,2024-12-20 03:50:35
4.6.4,80c6da76-990f-4b11-ae10-d191c91953a9,"Gajelas banget ini aplikasi, waktu log in no HP sudah sesuai, pin juga sudah sesuai, keterangannya no HP & pin salah tidak cocok, giliran reset pin dan disuruh log in ulang, tetap aja gak bisa log in dengan pin baru, tulisannya no HP dan pin tidak sesuai, GAJELAS ! Niat bikin aplikasi gak sih PERTAMINA !",1,2024-12-20 03:32:50
4.6.4,638380ef-9e95-4aae-b31c-0c36548dd9fc,"hai kk saya kasih bintang 5, kode OTPnya segera dikirim ya",5,2024-12-20 03:28:24
4.6.4,4d0ddf4a-b5c0-4bd2-83cf-3ad6d5832634,oke,5,2024-12-20 03:07:18
4.6.4,3203c8b3-263d-4959-9e84-c662eced505d,"Apps bener2 bikin frustasi,merepotkan, dari jaringan tidak stabil padahal full signal,pendaftaran kendaraan pribadi yang sistemnya tidak jelas smua kolom sudah diisi malah tidak bisa di klik,sekalas bumn aplikasi ini jelek bget andai bukan keharusan saya tidak akan mendownload apps ini muter"" 2 jam ujung2nya tetap tidak bisa dapat code QR aneh tolong di perbaikin bumn appsnya",1,2024-12-20 02:53:30
4.6.4,ac7226e9-a173-4199-9989-ec6ed6694c70,Ini sampah apaan sihh??? Udah kirim verivikasi OTP nggak masuk2 WA. B@B! Lah aplikasi ini. Perbaiki lagi woyyyyyyyyyy,1,2024-12-20 01:35:48
4.6.4,2b6f3ae7-71f7-4757-83a7-0d30de26ec05,gk dpt cash back. ktnya dpt cash back,5,2024-12-20 00:46:46
4.6.4,7cddbbc8-313e-49be-a1e3-6a3d26be5c52,"Terlalu sering update sih, masak mau bayar tiba2 minta update terus, antri panjang jadinya. Klo develop app nya, sekalian aja update nya, jgn nyicil. Waktu mau di pake App juga sering ga bisa di buka pula, wkwk mantap mmng, Thanks",2,2024-12-19 23:35:25
4.6.4,3ebec1a6-56cd-4de0-b8e0-487a9ef87baf,Terima kasih atas semuanya. Pelayanan sangat baik dan mudah.,5,2024-12-19 17:59:00
4.6.4,f8c84218-e11e-4628-9c69-5450ae4a2e1c,"Barusan udah clear masalah ""nopol tidak sesuai"" info dari CS nya fotonya dari depan, tidak perlu sesuai dengan petunjuk di aplikasi, CS sangat membantu",4,2024-12-19 15:47:08
4.6.4,39831ff1-d0c1-4ce8-9fa2-f5bbdbe4cde6,Maaf mau bertanya.. ak pernah mengisi untuk daftar barcode.. tp kayanya ak salah entri no rangka .. dan endingnya di tolak.. bagaimana untuk memperbarui nya.. supaya bisa mendapatkan barcode..,3,2024-12-19 14:49:34
4.6.4,c034cd8b-0513-4ae5-a7da-1275a46bb32a,ok,5,2024-12-19 14:45:50
4.6.4,53546b2d-725b-42dd-8029-033e47e86ab0,Biji... Nyusahin... 15x upload foto ktp mlah kepental keluar terus dari apk... Sampah bikin ribet dan malah nyusahin..,1,2024-12-19 14:23:34
4.6.4,2298c9df-f0a2-498e-b244-333535e70862,Seperti sebuah game saja. NKRI ini beli bbm pake duit rupiah jg masih sulit prosesnya. Naik kendaraan umum mahal sewa jg mahal. Sudah daftar mypertamina link tautan tidak bisa di akses. Applikasi tidak berguna mending jika harga bbm murah sepeti punya tetangga sebelah..,2,2024-12-19 12:59:43
4.6.4,3ab75cc9-1662-4d7e-997f-de717ea40df8,oke,5,2024-12-19 12:24:37
4.6.4,691c26fd-6e79-421b-9575-f63204cc2164,Ribet,1,2024-12-19 12:07:09
4.6.4,c2023bcd-da9e-43c7-9026-95c8da7517c7,gak jelas,1,2024-12-19 10:45:59
4.6.4,b82a9104-f6d4-4ea1-85ee-9d50c71ed345,Semenjak update kenapa tidak muncul kode QR ????? Sebel deh,2,2024-12-19 10:35:25
4.6.4,a5d989f7-bd11-4743-8d14-c3ec00d404c8,Ok,5,2024-12-19 10:01:48
4.6.4,2a9aa813-abec-4599-a09a-a4ea155200b0,Pom bensin udah tutup masih aja ada di maps nya mypertamina,1,2024-12-19 09:43:36
4.6.4,b54a7b88-5649-43c1-9cf4-66e271feac25,Bagus program ini Untuk control bbm subsidi,4,2024-12-19 08:19:42
4.6.4,acf6468e-c192-4b99-ba00-807bcfab27e3,Gmn krsinya ga kluar kluar kaco😄😄,3,2024-12-19 07:50:48
4.6.4,e044bc1c-5482-4df3-84ba-6b1acce0ac81,apk ajg,1,2024-12-19 07:40:57
4.6.4,c0dd4e9d-4438-4a29-8d45-8343b81cda08,Sampah,1,2024-12-19 06:34:23
4.6.4,e63e243a-4448-4956-84a4-2f3fd7605e47,Kenapa pembuatan barcode harus di SPBU ya... Kalau jauh dr spbu tidak bisa kirim berkas... Tapi kalau petugas SPBU yg kirim langsung bisa dan kena biaya admin 20rbu...hadeeeehhh....,2,2024-12-19 06:22:09
4.6.4,7bc9b658-60e5-44d4-aab8-10f09a83eedb,APLIKASI TAI BIKEN RIBET MAU BELI AJH SURUH INI ITU MINTA AVDTE..UDH D AVDTE KTP D TOLAK,1,2024-12-19 04:58:24
4.6.4,aa34b4d5-28f2-4004-b3da-2e3cf28f649b,"Ribet, apps nya banyak minus, pas mau input foto ktp gabisa, padahal sudah sesuai dengan arahan pas tidak ada lebihan, tapi tetap tidak bisa, mending apus aja ganti yang lebih baik",1,2024-12-19 04:24:41
4.6.4,80720a1c-b074-4bd1-826a-668badaded5e,Bisa mendapat barcode pertalite dan gratis admin pembayaran Gas,5,2024-12-19 03:52:09
4.6.4,b8def5cc-4fa1-423a-b394-7f6fee1a3131,Apk masih banyak kendala. Terutama saat mau upload foto ktp susah sampai sekarang belum bisa di upload.,3,2024-12-19 02:56:04
4.6.4,dfbf615a-5f2c-43fa-b675-017792f681e9,lebih praktis pakek aplikasi g ribet,5,2024-12-19 01:52:36
4.6.4,a3debd09-beff-43f3-8957-f112a4f52f36,Aplikasi bagus tapi kenapa suka gagal transaksi padahal koneksi dan saldo bagus dan ada.. tolong di perbaiki..dan tambahkan lagi via pembayarannya..,4,2024-12-19 01:40:57
4.6.4,52c91b3b-c693-49b0-b0db-28d0959b7172,Mau tanya min.. Apakah apk myPertamina dengan myPertamina di google crome apakah terkoneksi. Dan apakah sudah ada barcod subsidi tepat masih harus pakai PIN claim kode QR mau transaksi?,5,2024-12-19 01:38:34
4.6.4,edab298e-c549-4940-a9cc-07b7e53d708f,"Tidak pernah bisa daftar, aplikasi apaan ini hanya menyusahkan",3,2024-12-19 01:21:27
4.6.4,ad39f944-bc63-4ca5-b932-6182f99ab55d,"Kendalanya sama di balikin terus ke daftar pake NIK, kalian harus coba lewat web browser. Dijamin pasti lgsg bisa, saya barusan coba. Agak laen emang ini apk mypertamina",1,2024-12-19 00:33:56
4.6.4,35f7b405-603b-4b54-8b24-538d98e525b9,Ok,5,2024-12-18 16:00:41
4.6.4,8e554322-e88a-4825-9833-f54ce4520e84,Bagus aplikasinya,5,2024-12-18 15:53:13
4.6.4,d816b5a5-f7ec-4ade-97eb-1d810ac827a6,"Kacaw, mau tambah unit karena flat ganti, data tidak ditemukan di database. Tanya2 ke org pertamina disuruh update ke samsat, tanya2 ke org samsat suruh cek di web polantas polri, eh data ada. Berarti aplikasi my pertamina nya aja yg gk update dari polantas polri. Kacaw",1,2024-12-18 15:05:26
4.6.4,6ce2a6f0-218c-4722-9bad-e4e9426ee76f,Ngga bisa ambil digaleri stnknya,5,2024-12-18 14:36:53
4.6.4,6df717d7-b973-4be8-9691-de6f187672f6,"Daftar,kendala sistem melulu sampai ber jam jam gak bisa bisa...",2,2024-12-18 13:04:40
4.6.4,e04bc445-812a-4e5e-a893-4f1b908a691b,"Tolong dipermudah aplikasi ini, terlalu sulit, pendaftaran,barcode sering di pakai,org lain yang mendaftar.",1,2024-12-18 12:31:24
4.6.4,7fee7009-9cc5-4b57-bb0a-1ddf59888190,pas,5,2024-12-18 12:01:23
4.6.4,0d92afea-bfce-421a-9f9d-2b2ecefacb4f,Cek barcode malah hilang stlh update. Kamprett ni apk. Geblek,1,2024-12-18 11:15:48
4.6.4,9e1dccf6-2685-412f-be13-569041bf99c9,Good,5,2024-12-18 11:12:43
4.6.4,78eab5ad-a297-4746-8f68-24380cc2c231,Susah untuk masuk ke akun baru,5,2024-12-18 10:45:54
4.6.4,0504576c-9e21-40f8-99e9-bf3ca20f23df,apilaksi tidk berguna...menyusahkan rakyat..,1,2024-12-18 10:25:34
4.6.4,15645f42-74c8-4401-bb3c-a243dbff7eee,"Di pom sering tidak bisa menggunakan aplikasi ini,dengan alasan sistem lagi bermasalah",1,2024-12-18 08:02:04
4.6.4,86011310-54d1-4a49-9221-9f81484722c5,SELALU KESALAHAN SISTEM......TEPAT SASARAN.. SEOLAH2 BERPIHAK PADA RAKYAT KECIL...,1,2024-12-18 07:51:53
4.6.4,b02ac80c-9899-46ba-8571-c47a37b356c5,mantap,4,2024-12-18 07:09:31
4.6.4,e00ca350-b6ba-4cc0-813b-3f84572aacb7,pas mau ngisi data diri upload ktp aja malah gak bisa pemerintah ni bikin juga aturan tp pas mau daftar tp dinpersulit utk pendaftaran nya,1,2024-12-18 07:03:03
4.6.4,0421d6db-2ffb-4fd2-906e-6876e37daebc,ok,4,2024-12-18 06:59:31
4.6.4,68598665-c9b0-499d-93b7-17289e2307c9,Daftar susah....ribet,1,2024-12-18 05:27:47
4.6.4,42402240-819e-4a7f-a1b5-172e2b281f82,Makin Parah untuk login saja kagak bisa barcode di scan bisa tapi nomor plat kadang tidak muncul,3,2024-12-18 05:27:46
4.6.4,aa502756-4d38-4942-b21a-4966d8058871,"Ga usah bikin aplikasi kalo ga proper,berhari-hari daftar kesalahan system mulu,bikin perturan ga boleh ngisi full di pom bensin tapi aplikasi nya ga memadai, MENGECEWAKAN",1,2024-12-18 04:26:43
4.6.4,d92cf65f-e849-43ae-8cd3-3343e38fae78,ok,1,2024-12-18 04:15:14
4.6.4,5090b35d-7a8b-4e15-9cf3-0a0e7072aa40,Aplikasinya gak jelas udah ngisi data lengkap pada saat kirim pendaftaran Malah Terjadi Kesalahan kalo belum siap dengan aplikasi ini jangan dlu deh... Bikin susah isi BBM aja katanya harus pake Barcode pas mau daftar susahnya,1,2024-12-18 04:01:25
4.6.4,13bce462-e652-48b6-90c4-3a25fb196162,Payahhhh saya mau nambah unit ga bisa trus kalau mau isi unit saya yg satu lagi gimana? Nanti kalau saya pakai qr mobil saya yang lain di bilang melanggar hukum kalau ga gitu gimana coba kalau mau isi bensin di SPBU!,1,2024-12-18 04:00:25
4.6.4,61e954d9-c49a-4250-9cbc-8495911007ea,"Sudah Coba Masuk Dengan No yang Benar Tapi Tetap Tidak bisa Katanya Format tidak Tepat, Trus Yang TepatNya Bagaimana???? Admin Tolong Dong",1,2024-12-18 03:13:52
4.6.4,007b0a3c-d2e6-47f4-9ceb-70476b2a61ef,Tidak Bisa daftar. Tidak bisa centang SAYA SETUJU DAN MEMAHAMI,3,2024-12-18 03:03:04
4.6.4,f22cd3bc-e4e0-4c9b-add3-e5da3fd0d366,terbaik,5,2024-12-18 02:05:51
4.6.4,759a0cd1-ddcc-4ee4-9b73-59e4dd897d79,"Program setan, penipu rakyat. Subsidi yg dibatasi, otaknya mengambil pajak rakyat",1,2024-12-18 01:53:19
4.6.4,2ffa4866-3d8c-4e06-818a-ef5c56a3c8f3,Sudah dicoba berkali kali mau masukin kartu tidak bisa. Mau isi jadi ribet. Yang normal sajalah klo seperti ini saja tidak bagus sistemnya.,1,2024-12-18 01:48:13
4.6.4,82ac2641-4b59-4468-ad40-c041426253e0,Alhamdulillah bermanfaat..beberapa fitur tak bisa dibuka karna hp saya.. setelah saya ganti bisa,5,2024-12-18 01:20:43
4.6.4,6b7fd7a2-5164-4e86-9279-600bd51239f8,"Apk aneh. Sudah daftar akun, begitu di daftarin subsidi tepat BBM selalu gagal, katanya akun tidak di temukan. Lucu",1,2024-12-18 01:12:43
4.6.4,046de8bf-4f55-4204-a836-d45e8595432b,Sangat membantu,4,2024-12-18 00:04:05
4.6.4,4cce5652-cd25-4516-87e0-096d4d9fdeb7,Kami belum ada notifikasi ke mail setelah mendaftar. Sudah beberapa bulan... Bagaiaman solusi?,5,2024-12-17 23:48:48
4.6.4,16a40fe6-62f9-4bf2-ba2c-f304ff8b53a1,harusnya top up nya tidak bergabung sama link aja,4,2024-12-17 23:36:54
4.6.4,0aa56efe-cb31-4a69-b246-7ca1b8b4a4bd,"aplikasi banyak bug, g jelas. apliaksi malah bikin rumit masyarakat",1,2024-12-17 16:56:40
4.6.4,c45c38ef-ee62-4373-b41d-4e98d0ca4e0e,My pertamina the best,5,2024-12-17 14:21:29
4.6.4,3a9f8c69-3589-4091-94de-07aa7a5f9465,"Mau dihubungkan ke kartu kredit untuk pembayaran GAGAL terus. Udah kirim DM dan email, cuma disuruh nunggu udah 2minggu lebih. Ya wajar sih, kalo bukan perusahaan swasta ya pasti banyak kurangnya",1,2024-12-17 13:49:03
4.6.4,63bab8a1-2d00-477c-af04-6a9339c79fa3,"Untuk form pendaftaran subsidi tepat gak skalian poto bpkb nya aja min, biar lengkap, nopol sm no rangka aj sebenarnya udah cukup min kan bisa integrasi ke data samsat 😔😪",3,2024-12-17 13:31:06
4.6.4,497f64f6-71f8-4fb8-8309-f24256197c1d,buatkan antrian khusus untuk user mypertamina,2,2024-12-17 13:18:58
4.6.4,ce806106-79da-4cc2-bafc-6222c661327c,Mau isi subsidi tepat tapi ga bisa....solusinya min?,2,2024-12-17 12:24:11
4.6.4,a8cae6cf-d29e-45e9-8014-e39b88303bda,"Aplikasi angel, sistem kameranya ga jelass login banyak yang masih error sehingga harus pake calo,,nyusahin!",1,2024-12-17 10:08:05
4.6.4,ba0427b8-21b6-45dc-83cc-da74a66810c7,"Selevel pertamina buat aplikasi saja masih pakai webview untuk core feature? Yg benar saja. Duit banyak buat apa? Apa semahal itu buat punya tim IT yg dedicated? Setidaknya kalo koar2 punya aplikasi, ya buat lah aplikasi native yg benar2 native. Fitur subsidi itu salah satu killer feature, tentunya banyak pemakainya. Masa fitur demikian d buat d webview? Tiap mau pakai mesti login lg login lg. Apa justifikasi penggunaan webview? Ini bukan aplikasi vendor kan? Pertamina lo yg punya. Malu2in.",1,2024-12-17 07:32:34
4.6.4,2c9f047f-8a62-4244-804e-b8d5950c7491,Sangat praktis,5,2024-12-17 07:26:21
4.6.4,823648f6-c4a3-41d3-999c-871b4746eca6,Angkuta barang,1,2024-12-17 07:25:32
4.6.4,7c6783ca-e13f-4936-8bdc-59a7900a2941,Saya sudah lama mendaftar barcod tapi kok susah ya,5,2024-12-17 07:11:02
4.6.4,1e811413-caf7-4a51-802f-86a2c413ab87,sangat membantu di saat genting,5,2024-12-17 06:25:04
4.6.4,5a11b1a6-c26f-4f2d-85f9-54e0f8b0dbb9,Keren,5,2024-12-17 05:09:28
4.6.4,dd0c1a8b-f0e7-4085-a78f-2a21059e172f,Gak Ada Daftar,5,2024-12-17 05:07:56
4.6.4,f2268f2b-258f-4697-8687-a8403b140a20,Oke,5,2024-12-17 04:41:08
4.6.4,231df8c0-7794-4923-baa0-f15629e7804d,"Aplikasi belum Final Maksimal sudah terburu-buru di Launching, giliran user mau daftar atau masuk, kesulitan, mana lagi aplikasi juga sangat berat, kode OTP ataupun email selalu telat Respon, yang bener kalau buat aplikasi yang ingin memudahkan masyarakat, jangan asal-asalan asal jadi ...",1,2024-12-17 04:11:33
4.6.4,5793c67c-5566-4bf5-ac1b-900d9b74cb74,"Smpe skrg sy mauu dftr tidak bisa, minta otp GK di kirim2. Tiba2 kesempatan anda tinggal 3 x. Aneh...",1,2024-12-17 03:40:13
4.6.4,131451c7-8f0c-4403-9008-d6ec0d86f1df,Susah masuk nya sudah di kasi Imel dan nomer hp aktif tidak juga muncul kode otp nya mohon la Pertamina perbaiki lagi,1,2024-12-17 03:39:48
4.6.4,830f697e-f2c6-42c0-b5b3-ed855a093325,"Mau daftar, tp Kode otp tidak d kirim2 gmna mau daftar.",3,2024-12-17 03:04:50
4.6.4,7ae51771-c0e4-4874-9e26-84bd08add560,lebih mudah pembayaranya. mantap lah,5,2024-12-17 02:56:44
4.6.4,021bca38-a194-4174-b2ff-127fb1cf8083,"Kalo Sistem Gak Ready Jangan Maksa pake QR Code, Udah sebulan lebih coba daftar untuk QR Code Subsisi Pertalite. Ketika mau ngirim data foto sm STNK, Sistem Gangguan terus, coba lagi terus. Bilang aja nyuruh beli Pertamax.",1,2024-12-17 02:49:35
4.6.4,c85bd81b-67eb-4bef-8565-f1c07ff6ced2,"Aplikasi buat nyusahin rakyat. Kirain bakal langsung bisa isi BBM ternyata gangguan. Udah bensin kedip"" wkwk",1,2024-12-17 02:33:28
4.6.4,e8be78a4-a549-4c62-bbdf-9fc4a027d6de,Verifikasi lama. Sudah lebih dari 14 hari belum ada konfirmasi,1,2024-12-17 02:18:32
4.6.4,26d49b00-23a1-453a-99df-fc43de87e585,"Tolong dong dibenerin aplikasinya, masak tiba2 barcode terblokir. Mau daftar ulang sistem bermasalah.",2,2024-12-17 01:42:16
4.6.4,8a83b55d-59fb-44d6-8e4d-4d7ca845a424,"Sudah coba berkali kali buat akun, yang muncul *terjadi kesalahan pada sistem silahkan coba beberapa saat*",1,2024-12-17 01:28:22
4.6.4,b58e09c1-d564-475d-9b00-2751f0bf63d3,Bikin barcode aja susahnya setengah mati salah ini salah itu lah foto gak jelas lah itulah udh diganti foto nya masih aja.. udh dicoba tetap aja gk bisa sampe di tolak akhirnya kecewa sih,1,2024-12-16 23:07:43
4.6.4,34558067-815b-4d93-85b0-2574fc814bfd,Top joss,5,2024-12-16 15:53:18
4.6.4,c123acc2-8cd4-48f7-82c6-56d6a01b34e7,"Beli bbm pakai duit sendiri tapi dibuat ribet, ini bukan membantu tp malah mempersulit",1,2024-12-16 14:33:00
